produit_id,date,prevision,modele_utilise,intervalle_confiance_bas,intervalle_confiance_haut
P0016,2025-11-01,2.184496607202555,lstm,1.8568221161221719,2.512171098282938
P0016,2025-12-01,18.38746573298293,lstm,15.629345873035488,21.145585592930367
P0016,2026-01-01,14.76207692371961,lstm,12.547765385161668,16.97638846227755
P0073,2025-08-01,0.0,obsolete,0.0,0.0
P0073,2025-09-01,0.0,obsolete,0.0,0.0
P0073,2025-10-01,0.0,obsolete,0.0,0.0
P0073,2025-11-01,0.0,obsolete,0.0,0.0
P0073,2025-12-01,0.0,obsolete,0.0,0.0
P0073,2026-01-01,0.0,obsolete,0.0,0.0
P0107,2025-08-01,2.1198947607799985,lstm,1.8019105466629988,2.4378789748969982
P0107,2025-09-01,1.8173672179150016,lstm,1.5447621352277512,2.0899723006022515
P0107,2025-10-01,0.0,lstm,0.0,0.0
P0107,2025-11-01,3.56542287986079,lstm,3.0306094478816714,4.100236311839908
P0107,2025-12-01,11.82518044450471,lstm,10.051403377829002,13.598957511180416
P0107,2026-01-01,0.0,lstm,0.0,0.0
P0192,2025-08-01,15.205939702729244,lstm,12.925048747319858,17.48683065813863
P0192,2025-09-01,3.8167278860256832,lstm,3.2442187031218306,4.3892370689295355
P0192,2025-10-01,12.051151063050849,lstm,10.24347840359322,13.858823722508475
P0192,2025-11-01,1.715127550844934,lstm,1.4578584182181937,1.972396683471674
P0192,2025-12-01,2.2827723999217753,lstm,1.940356539933509,2.6251882599100416
P0192,2026-01-01,12.28307231253019,lstm,10.440611465650662,14.125533159409718
P0002,2025-08-01,0.0,obsolete,0.0,0.0
P0002,2025-09-01,0.0,obsolete,0.0,0.0
P0002,2025-10-01,0.0,obsolete,0.0,0.0
P0002,2025-11-01,0.0,obsolete,0.0,0.0
P0002,2025-12-01,0.0,obsolete,0.0,0.0
P0002,2026-01-01,0.0,obsolete,0.0,0.0
P0072,2025-08-01,8.125005748932566,lstm,6.906254886592681,9.34375661127245
P0072,2025-09-01,4.818936108407626,lstm,4.0960956921464815,5.541776524668769
P0072,2025-10-01,3.6512169685883276,lstm,3.1035344233000783,4.198899513876577
P0072,2025-11-01,7.820999314171004,lstm,6.647849417045354,8.994149211296655
P0072,2025-12-01,7.359356621548951,lstm,6.255453128316608,8.463260114781294
P0072,2026-01-01,8.7592057532445,lstm,7.445324890257824,10.073086616231173
P0091,2025-08-01,7.243208387269531,lstm,6.156727129179101,8.32968964535996
P0091,2025-09-01,2.3508540761624626,lstm,1.998225964738093,2.7034821875868316
P0091,2025-10-01,6.303932085138978,lstm,5.358342272368131,7.249521897909824
P0091,2025-11-01,4.085567865284521,lstm,3.4727326854918426,4.698403045077199
P0091,2025-12-01,0.0,lstm,0.0,0.0
P0091,2026-01-01,1.8448556098354139,lstm,1.5681272683601017,2.121583951310726
P0098,2025-08-01,24.424352837487866,lstm,20.760699911864688,28.088005763111045
P0098,2025-09-01,16.9532250365986,lstm,14.410241281108808,19.49620879208839
P0098,2025-10-01,7.849096240288088,lstm,6.6717318042448746,9.0264606763313
P0098,2025-11-01,7.356027568195809,lstm,6.252623432966438,8.45943170342518
P0098,2025-12-01,13.717740242111628,lstm,11.660079205794883,15.77540127842837
P0098,2026-01-01,4.067424729457832,lstm,3.457311020039157,4.677538438876506
P0115,2025-08-01,16.333051963187938,lstm,13.883094168709746,18.783009757666125
P0115,2025-09-01,12.394854775627415,lstm,10.535626559283303,14.254082991971526
P0115,2025-10-01,14.139828477004553,lstm,12.01885420545387,16.260802748555236
P0115,2025-11-01,21.25449648292683,lstm,18.066322010487806,24.442670955365852
P0115,2025-12-01,9.56630987383312,lstm,8.131363392758152,11.001256354908087
