produit_id,mois_offset,quantite_commandee_emp,commande_passee_emp,stock_final_emp,rupture_emp,demande_prevue,cout_achat
P0032,3,0,0,0.0,0.0,0.0,140.0
P0032,4,0,0,0.0,0.0,0.0,140.0
P0032,5,0,0,0.0,0.0,0.0,140.0
P0032,6,0,0,0.0,0.0,0.0,140.0
P0018,1,0,0,0.0,0.0,0.0,220.0
P0018,2,0,0,0.0,0.0,0.0,220.0
P0018,3,0,0,0.0,0.0,0.0,220.0
P0018,4,0,0,0.0,0.0,0.0,220.0
P0018,5,0,0,0.0,0.0,0.0,220.0
P0018,6,0,0,0.0,0.0,0.0,220.0
P0176,1,65,1,14.549359292592115,0.0,36.450640707407885,26.0
P0176,2,65,1,0.0,25.614079971298402,40.16343926389052,26.0
P0176,3,65,1,25.030305989551273,0.0,39.96969401044873,26.0
P0176,4,0,0,40.64765623570099,0.0,49.382649753850274,26.0
P0176,5,0,0,88.21675114413841,0.0,17.430905091562575,26.0
P0176,6,0,0,79.52649764249372,0.0,8.69025350164469,26.0
P0194,1,19,1,0.0,5.372343127168495,16.372343127168495,88.0
